,word,type,cefr,phon_br,phon_n_am,translation,definition,example
3195,map,noun,a1,/m?p/,/m?p/,地图（地球表面或其一部分的绘图，显示国家、城镇、河流等）,"a drawing or plan of the earth’s surface or part of it, showing countries, towns, rivers, etc.",a map of France
3196,map,verb,b2,/m?p/,/m?p/,绘图（制作某一区域的地图）,to make a map of an area,an unexplored region that has not yet been mapped
3197,marathon,noun,b2,/?m?r?θ?n/,/?m?r?θɑ?n/,马拉松（约42公里或26英里的长跑比赛）,a long running race of about 42 kilometres or 26 miles,the London marathon
3198,March,noun,a1,/mɑ?t?/,/mɑ?rt?/,三月（一年中的第三个月）,"the 3rd month of the year, between February and April",She was born in March.
3199,march,noun,c1,/mɑ?t?/,/mɑ?rt?/,游行（许多人为了抗议或表达观点而进行的有组织的行走）,"an organized walk by many people from one place to another, in order to protest about something, or to express their opinions",protest marches
3200,march,verb,c1,/mɑ?t?/,/mɑ?rt?/,齐步走（像士兵一样步伐整齐地行走）,to walk with stiff regular steps like a soldier,Quick march! (= the order to start marching)
3201,margin,noun,b2,/?mɑ?d??n/,/?mɑ?rd??n/,页边空白（书写或打印页面侧边的空白处）,the empty space at the side of a written or printed page,the left-hand/right-hand margin
3202,marginal,adjective,c1,/?mɑ?d??nl/,/?mɑ?rd??nl/,微小的，边缘的（微小且不重要的）,small and not important,a marginal improvement in weather conditions
3203,marine,adjective,c1,/m??ri?n/,/m??ri?n/,海洋的（与海洋及其中生物、植物相关的）,connected with the sea and the creatures and plants that live there,marine life
3204,mark,noun,a2,/mɑ?k/,/mɑ?rk/,标记，符号（用作某种迹象的书写或打印符号，如品质标志）,"a written or printed symbol that is used as a sign of something, for example the quality of something or who made or owns it",punctuation marks
3205,mark,verb,a2,/mɑ?k/,/mɑ?rk/,标记（在某物上写或画符号、线条以给出信息）,"to write or draw a symbol, line, etc. on something in order to give information about it","mark something, The flood level is marked by a white line on the wall."
3206,marker,noun,b2,/?mɑ?k?(r)/,/?mɑ?rk?r/,标记物（显示位置的物体或标志）,an object or a sign that shows the position of something,a boundary marker
3207,market,noun,a1,/?mɑ?k?t/,/?mɑ?rk?t/,市场（人们买卖商品的场合；或进行买卖的空地、建筑）,an occasion when people buy and sell goods; the open area or building where they meet to do this,a fruit/flower/fish market 
3208,market,verb,b1,/?mɑ?k?t/,/?mɑ?rk?t/,营销，推销（以特定方式为产品做广告以吸引购买）,to advertise a product in a particular way in order to make people want it,"market something, The company utilizes every media tool available to market its products. "
3209,marketing,noun,b1,/?mɑ?k?t??/,/?mɑ?rk?t??/,营销（以最佳方式呈现、宣传和销售公司产品或服务的活动）,"the activity of presenting, advertising and selling a company’s products or services in the best possible way",a marketing campaign/strategy
3210,marketplace,noun,c1,/?mɑ?k?tple?s/,/?mɑ?rk?tple?s/,市场（与其他公司竞争买卖商品、服务的活动）,"the activity of competing with other companies to buy and sell goods, services, etc.",Companies must be able to survive in the marketplace.
3211,marriage,noun,b1,/?m?r?d?/,/?m?r?d?/,婚姻（两人间合法的结合关系）,the legal relationship between two people who are married to each other,a happy/an unhappy marriage
3212,married,adjective,a1,/?m?rid/,/?m?rid/,已婚的（有丈夫或妻子的）,having a husband or wife,a married man/woman 
3213,marry,verb,a2,/?m?ri/,/?m?ri/,结婚（成为某人的丈夫或妻子）,to become the husband or wife of somebody; to get married to somebody,"marry (somebody), She married a German."
3214,martial,adjective,b2,/?mɑ??l/,/?mɑ?r?l/,军事的，战争的（军事的）,,
3215,mask,noun,c1,/mɑ?sk/,/m?sk/,面具，口罩（戴在脸上以隐藏、吓人或娱乐的东西）,"something that you wear over your face to hide it, or to frighten or entertain other people ",The robbers wore stocking masks.
3216,mass,adjective,b2,/m?s/,/m?s/,大规模的（影响或涉及大量人员或事物的）,affecting or involving a large number of people or things,The world faces the tremendous problem of mass unemployment.
3217,mass,noun,b2,/m?s/,/m?s/,块，团（没有固定形状的大量物质）,a large amount of a substance that does not have a definite shape or form,She saw a large dark mass in the water.
3218,massacre,noun,c1,/?m?s?k?(r)/,/?m?s?k?r/,大屠杀（尤指以残忍方式杀害大量的人）,the killing of a large number of people especially in a cruel way,the bloody massacre of innocent civilians
3219,massive,adjective,b2,/?m?s?v/,/?m?s?v/,巨大的（非常大、重且坚固的）,"very large, heavy and solid",a massive rock
3220,master,noun,b2,/?mɑ?st?(r)/,/?m?st?r/,主人（雇佣他人——常作为家仆——的人）,"a man who has people working for him, often as servants in his home",They lived in fear of their master.
3221,master,verb,b2,/?mɑ?st?(r)/,/?m?st?r/,精通，掌握（完全学会或理解某事）,to learn or understand something completely,She never completely mastered the art of lip-reading.
3222,match,noun,a1,/m?t?/,/m?t?/,比赛（人们或团队互相竞争的体育赛事）,a sports event where people or teams compete against each other,"(British English), a football match"
3223,match,verb,a1,/m?t?/,/m?t?/,匹配（找出与另一人/物相配或相连的人/物）,to find somebody/something that goes together with or is connected with another person or thing,"match A and B, Match the words and pictures."
3224,matching,adjective,b2,/?m?t???/,/?m?t???/,匹配的（颜色、图案、风格相同因而搭配美观的）,"having the same colour, pattern, style, etc. and therefore looking attractive together",The two sisters wore matching outfits.
3225,mate,noun,b2,/me?t/,/me?t/,伙伴，朋友（朋友）,a friend,They've been best mates since school.
3226,mate,verb,b2,/me?t/,/me?t/,交配（进行性行为以产生后代）,to have sex in order to produce young,Do foxes ever mate with dogs?
3227,material,adjective,b2,/m??t??ri?l/,/m??t?ri?l/,物质的（与金钱、财产而非精神需求相关的）,"connected with money, possessions, etc. rather than with the needs of the mind or spirit",material possessions/wealth
3228,material,noun,a2,/m??t??ri?l/,/m??t?ri?l/,材料，物质（可以用来制造东西的物质，如建筑材料）,a substance that things can be made from,"building materials (= bricks, sand, glass, etc.)"
3229,mathematical,adjective,c1,/?m?θ??m?t?kl/,/?m?θ??m?t?kl/,数学的（与数学相关或涉及数学的）,connected with or involving mathematics,mathematical calculations/problems/models
3230,mathematics,noun,a2,/?m?θ??m?t?ks/,/?m?θ??m?t?ks/,数学（关于数字和形状的科学）,"the science of numbers and shapes. Branches of mathematics include arithmetic, algebra, geometry and trigonometry.",the school mathematics curriculum
3231,maths,noun,a2,/m?θs/,/m?θs/,数学（数学，尤指作为学校科目）,"mathematics, especially as a subject in school","The core subjects are English, maths and science."
3232,matter,noun,a2,/?m?t?(r)/,/?m?t?r/,事情，问题（用于询问是否有人不快或是否有问题）,"used (to ask) if somebody is upset, unhappy, etc. or if there is a problem",What's the matter? Is there something wrong?
3233,matter,verb,a2,/?m?t?(r)/,/?m?t?r/,要紧，有关系（重要或对某人/某事有重要影响）,to be important or have an important effect on somebody/something,‘I'm afraid I forgot that book again.’ ‘It doesn't matter (= it is not important enough to worry about).’
3234,mature,adjective,c1,/m??t???(r)/,/m??t??r/,成熟的（举止明智，像成年人一样的）,"behaving in a sensible way, like an adult",Jane is very mature for her age.
3235,mature,verb,c1,/m??t???(r)/,/m??t??r/,成熟（完全长成或发育）,to become fully grown or developed,This particular breed of cattle matures early.
3236,maximize,verb,c1,/?m?ks?ma?z/,/?m?ks?ma?z/,最大化（尽可能地增加某物）,to increase something as much as possible,to maximize efficiency/fitness/profits
3237,maximum,adjective,b2,/?m?ks?m?m/,/?m?ks?m?m/,最大的（尽可能大的、快的，或允许的最大数额）,"as large, fast, etc. as is possible, or the most that is possible or allowed",the maximum amount/number of something
3238,maximum,noun,b2,/?m?ks?m?m/,/?m?ks?m?m/,最大值（可能的、记录的或允许的最大数量、规模或速度）,"the greatest amount, size, speed, etc. that is possible, recorded or allowed",a maximum of 30 children in a class
3239,May,noun,a1,/me?/,/me?/,五月（一年中的第五个月）,"the fifth month of the year, between April and June",She was born in May.
3240,may,modal verb,a2,/me?/,/me?/,可能（用于表示某事是可能的）,used to say that something is possible,That may or may not be true.
3241,maybe,adverb,a1,/?me?bi/,/?me?bi/,也许（用于对某事是否发生或是否属实不确定时）,used when you are not certain that something will happen or that something is true or is a correct number ,"Maybe he'll come, maybe he won't."
3242,mayor,noun,b2,/me?(r)/,/?me??r/,市长（由公众选出的城镇或城市政府的首脑）,"the head of the government of a town or city, etc., elected by the public",the Mayor of New York
3243,me,pronoun,a1,/mi/,/mi/,我（I的宾格形式）,"the form of I that is used when the speaker or writer is the object of a verb or preposition, or after the verb be",Don't hit me.
3244,meal,noun,a1,/mi?l/,/mi?l/,餐（进食的场合，如早、中、晚餐）,"an occasion when people eat food, especially breakfast, lunch or dinner",Try not to eat between meals.
3245,mean,verb,a1,/mi?n/,/mi?n/,意思是（在同种或另一种语言中具有某种含义）,to have something as a meaning in the same or another language,"mean something, What does this sentence mean?"
3246,meaning,noun,a1,/?mi?n??/,/?mi?n??/,意思，含义（声音、词语、符号所代表的事物或想法）,"the thing or idea that a sound, word, sign, etc. represents",What's the meaning of this word?
3247,meaningful,adjective,c1,/?mi?n??fl/,/?mi?n??fl/,有意义的（严肃且重要的）,serious and important,a meaningful relationship/discussion/experience
3248,means,noun,b2,/mi?nz/,/mi?nz/,手段，方法（实现结果的行动、物体或系统）,"an action, an object or a system by which a result is achieved; a way of achieving or doing something","means of something, Email is a highly effective means of communication."
3249,meantime,noun,c1,/?mi?nta?m/,/?mi?nta?m/,其间（一段短时间内，非永久地）,for a short period of time but not permanently,I'm changing my email address but for the meantime you can use the old one.
3250,meanwhile,adverb,b1,/?mi?nwa?l/,/?mi?nwa?l/,同时（当另一件事正在发生时）,while something else is happening,"Leave the cake to cool completely. Meanwhile, make the topping."
